ts,learner_id,lo_id,action_id,context_json,policy,propensity,reward
2025-08-03T14:09:24,L004,LO16,C064,"{""p_mastery"": 0.2627227957517043, ""fail_streak"": 3, ""pref"": ""blog"", ""duration"": 4}",sim_linucb,0.25,0.605
2025-08-03T14:17:51,L004,LO04,C078,"{""p_mastery"": 0.33378546457601116, ""fail_streak"": 3, ""pref"": ""blog"", ""duration"": 6}",sim_linucb,0.25,0.666
2025-08-03T14:29:23,L004,LO20,C090,"{""p_mastery"": 0.26160015615368604, ""fail_streak"": 3, ""pref"": ""blog"", ""duration"": 7}",sim_linucb,0.25,0.303
2025-08-03T14:42:46,L004,LO08,C092,"{""p_mastery"": 0.34547570116404996, ""fail_streak"": 3, ""pref"": ""blog"", ""duration"": 8}",sim_linucb,0.25,0.335
2025-07-27T14:09:26,L005,LO09,C050,"{""p_mastery"": 0.1837353063178335, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 2}",sim_linucb,0.25,0.714
2025-07-27T14:12:05,L005,LO26,C154,"{""p_mastery"": 0.13508216870322837, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 8}",sim_linucb,0.25,0.624
2025-07-27T14:35:39,L005,LO11,C132,"{""p_mastery"": 0.15732666096087156, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 6}",sim_linucb,0.25,0.665
2025-07-27T15:05:50,L005,LO26,C111,"{""p_mastery"": 0.19556081665775363, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 7}",sim_linucb,0.25,0.013
2025-07-27T15:27:03,L005,LO22,C118,"{""p_mastery"": 0.33129499373625226, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 4}",sim_linucb,0.25,0.496
2025-07-27T15:37:25,L005,LO26,C137,"{""p_mastery"": 0.23076340832958583, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 7}",sim_linucb,0.25,0.553
2025-08-29T10:06:09,L006,LO02,C115,"{""p_mastery"": 0.26021375307581746, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 4}",sim_linucb,0.25,0.694
2025-08-29T10:12:24,L006,LO14,C108,"{""p_mastery"": 0.29572801514947167, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 6}",sim_linucb,0.25,0.267
2025-08-29T10:42:00,L006,LO29,C164,"{""p_mastery"": 0.11441591073462824, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 4}",sim_linucb,0.25,0.636
2025-08-29T10:56:53,L006,LO18,C086,"{""p_mastery"": 0.15235430418706938, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 2}",sim_linucb,0.25,0.696
2025-08-29T11:08:27,L006,LO14,C163,"{""p_mastery"": 0.29721164341625045, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 10}",sim_linucb,0.25,0.637
2025-08-29T11:27:32,L006,LO29,C134,"{""p_mastery"": 0.0954804452310286, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 4}",sim_linucb,0.25,0.233
2025-08-29T11:41:59,L006,LO01,C148,"{""p_mastery"": 0.2694291520547711, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 3}",sim_linucb,0.25,0.841
2025-08-29T11:50:24,L006,LO30,C012,"{""p_mastery"": 0.2972623707907763, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 9}",sim_linucb,0.25,0.391
2025-08-29T12:18:35,L006,LO02,C165,"{""p_mastery"": 0.31437640440425396, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 6}",sim_linucb,0.25,0.55
2025-08-29T12:26:58,L006,LO29,C134,"{""p_mastery"": 0.08525954279764027, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 4}",sim_linucb,0.25,0.245
2025-08-29T12:41:43,L006,LO18,C157,"{""p_mastery"": 0.18067708537543686, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 6}",sim_linucb,0.25,0.352
2025-07-28T12:57:14,L007,LO04,C039,"{""p_mastery"": 0.07672217660167699, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 2}",sim_linucb,0.25,0.228
2025-07-28T13:15:02,L007,LO04,C140,"{""p_mastery"": 0.08278610597731971, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 6}",sim_linucb,0.25,0.325
2025-07-28T13:24:28,L007,LO17,C166,"{""p_mastery"": 0.20976392623721019, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 3}",sim_linucb,0.25,0.528
2025-07-28T13:43:54,L007,LO09,C007,"{""p_mastery"": 0.13186101353906454, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 11}",sim_linucb,0.25,0.602
2025-07-28T14:10:39,L007,LO28,C097,"{""p_mastery"": 0.08359978712206867, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 5}",sim_linucb,0.25,0.658
2025-07-28T14:28:35,L007,LO09,C127,"{""p_mastery"": 0.13475805495673207, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 8}",sim_linucb,0.25,0.752
2025-07-13T11:07:34,L008,LO16,C153,"{""p_mastery"": 0.3109983468690487, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 3}",sim_linucb,0.25,0.331
2025-07-13T11:22:10,L008,LO23,C013,"{""p_mastery"": 0.44471837492726146, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 6}",sim_linucb,0.25,0.508
2025-07-13T11:47:51,L008,LO16,C120,"{""p_mastery"": 0.36625498981688026, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 4}",sim_linucb,0.25,0.324
2025-07-13T12:25:07,L008,LO10,C115,"{""p_mastery"": 0.38252345827625006, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 4}",sim_linucb,0.25,0.26
2025-07-13T12:35:24,L008,LO07,C030,"{""p_mastery"": 0.4683402962019718, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 5}",sim_linucb,0.25,0.58
2025-07-13T12:46:41,L008,LO22,C024,"{""p_mastery"": 0.41676009261961505, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 4}",sim_linucb,0.25,0.205
2025-08-10T17:13:02,L009,LO04,C039,"{""p_mastery"": 0.3006438204368759, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 2}",sim_linucb,0.25,0.642
2025-08-10T17:30:15,L009,LO28,C008,"{""p_mastery"": 0.11970580245331634, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 9}",sim_linucb,0.25,0.8
2025-08-10T17:43:42,L009,LO29,C036,"{""p_mastery"": 0.24302625447708856, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 5}",sim_linucb,0.25,0.175
2025-08-10T17:50:58,L009,LO28,C156,"{""p_mastery"": 0.14298635826209452, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 5}",sim_linucb,0.25,0.607
2025-08-10T18:07:54,L009,LO28,C097,"{""p_mastery"": 0.1398035721890067, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 5}",sim_linucb,0.25,0.538
2025-07-23T13:06:56,L010,LO28,C097,"{""p_mastery"": 0.30218830166743704, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 5}",sim_linucb,0.25,0.549
2025-07-23T13:13:49,L010,LO25,C066,"{""p_mastery"": 0.09882305839347061, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 8}",sim_linucb,0.25,0.313
2025-07-23T13:34:54,L010,LO15,C172,"{""p_mastery"": 0.2102517023126243, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 3}",sim_linucb,0.25,0.527
2025-07-23T13:51:03,L010,LO06,C003,"{""p_mastery"": 0.10082029551264793, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 3}",sim_linucb,0.25,0.734
2025-07-23T14:16:45,L010,LO25,C068,"{""p_mastery"": 0.10418584981575464, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 8}",sim_linucb,0.25,0.535
2025-07-23T14:30:49,L010,LO25,C057,"{""p_mastery"": 0.10023753491564837, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 7}",sim_linucb,0.25,0.509
2025-07-23T14:42:04,L010,LO06,C076,"{""p_mastery"": 0.128195812160851, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 5}",sim_linucb,0.25,0.4
2025-07-23T15:00:53,L010,LO25,C066,"{""p_mastery"": 0.11255441507215717, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 8}",sim_linucb,0.25,0.364
2025-07-23T15:14:21,L010,LO20,C041,"{""p_mastery"": 0.2996590723193481, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 4}",sim_linucb,0.25,0.56
2025-07-23T15:24:35,L010,LO25,C066,"{""p_mastery"": 0.10793738534498588, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 8}",sim_linucb,0.25,0.123
2025-07-23T15:33:38,L010,LO06,C076,"{""p_mastery"": 0.13552229168601135, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 5}",sim_linucb,0.25,0.755
2025-07-22T14:43:40,L011,LO19,C049,"{""p_mastery"": 0.15190429596084007, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 6}",sim_linucb,0.25,0.519
2025-07-22T15:03:30,L011,LO17,C150,"{""p_mastery"": 0.2380948020137806, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 6}",sim_linucb,0.25,0.438
2025-07-22T15:28:24,L011,LO19,C018,"{""p_mastery"": 0.22110953052692325, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 4}",sim_linucb,0.25,0.607
2025-07-22T15:35:09,L011,LO17,C166,"{""p_mastery"": 0.2898210213642551, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 3}",sim_linucb,0.25,0.517
2025-07-22T16:01:50,L011,LO17,C002,"{""p_mastery"": 0.2861015108202698, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 4}",sim_linucb,0.25,0.701
2025-08-11T11:15:05,L012,LO08,C092,"{""p_mastery"": 0.2602838306820558, ""fail_streak"": 3, ""pref"": ""blog"", ""duration"": 8}",sim_linucb,0.25,0.864
2025-08-11T11:51:12,L012,LO02,C046,"{""p_mastery"": 0.2719987967168153, ""fail_streak"": 3, ""pref"": ""blog"", ""duration"": 5}",sim_linucb,0.25,0.878
2025-08-27T12:53:12,L013,LO30,C020,"{""p_mastery"": 0.09433918449782407, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 8}",sim_linucb,0.25,0.255
2025-08-27T13:06:05,L013,LO23,C031,"{""p_mastery"": 0.2828310191744472, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 5}",sim_linucb,0.25,0.665
2025-08-27T13:13:15,L013,LO12,C174,"{""p_mastery"": 0.3082163241590585, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 3}",sim_linucb,0.25,0.447
2025-08-27T14:24:36,L013,LO30,C085,"{""p_mastery"": 0.13691067636118426, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 6}",sim_linucb,0.25,0.59
2025-08-27T14:41:58,L013,LO04,C155,"{""p_mastery"": 0.3550652835068263, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 5}",sim_linucb,0.25,0.424
2025-08-27T15:05:13,L013,LO03,C034,"{""p_mastery"": 0.3305795897076392, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 6}",sim_linucb,0.25,0.722
2025-07-10T13:19:47,L014,LO27,C142,"{""p_mastery"": 0.23578433723472592, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 7}",sim_linucb,0.25,0.224
2025-07-10T13:39:07,L014,LO19,C031,"{""p_mastery"": 0.1343392836958012, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 5}",sim_linucb,0.25,0.615
2025-07-10T13:51:09,L014,LO13,C177,"{""p_mastery"": 0.23211730912430084, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 7}",sim_linucb,0.25,0.612
2025-07-10T14:10:16,L014,LO25,C006,"{""p_mastery"": 0.3227879625483005, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 8}",sim_linucb,0.25,0.911
2025-07-10T14:21:11,L014,LO15,C172,"{""p_mastery"": 0.3518606106463339, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 3}",sim_linucb,0.25,0.203
2025-07-10T14:35:12,L014,LO06,C003,"{""p_mastery"": 0.3227607469133346, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 3}",sim_linucb,0.25,0.525
2025-07-10T14:51:35,L014,LO19,C053,"{""p_mastery"": 0.14026198105018908, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 2}",sim_linucb,0.25,0.46
2025-08-02T13:57:49,L015,LO02,C124,"{""p_mastery"": 0.3075767789435707, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 6}",sim_linucb,0.25,0.672
2025-08-02T14:45:07,L015,LO22,C118,"{""p_mastery"": 0.4093670793820335, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 4}",sim_linucb,0.25,0.815
2025-07-13T14:09:50,L016,LO17,C150,"{""p_mastery"": 0.22109611555198166, ""fail_streak"": 3, ""pref"": ""article"", ""duration"": 6}",sim_linucb,0.25,0.663
2025-07-13T14:23:05,L016,LO09,C007,"{""p_mastery"": 0.13493892949377023, ""fail_streak"": 3, ""pref"": ""article"", ""duration"": 11}",sim_linucb,0.25,0.347
2025-07-13T14:40:18,L016,LO24,C131,"{""p_mastery"": 0.3219319331317214, ""fail_streak"": 3, ""pref"": ""article"", ""duration"": 6}",sim_linucb,0.25,0.28
2025-07-13T14:55:35,L016,LO09,C047,"{""p_mastery"": 0.1441113810402681, ""fail_streak"": 3, ""pref"": ""article"", ""duration"": 4}",sim_linucb,0.25,0.536
2025-07-13T15:42:02,L016,LO09,C007,"{""p_mastery"": 0.1848965871113611, ""fail_streak"": 3, ""pref"": ""article"", ""duration"": 11}",sim_linucb,0.25,0.44
2025-07-13T16:15:35,L016,LO16,C069,"{""p_mastery"": 0.30150483931489747, ""fail_streak"": 3, ""pref"": ""article"", ""duration"": 4}",sim_linucb,0.25,0.614
2025-07-13T16:27:07,L016,LO09,C051,"{""p_mastery"": 0.2192239641819687, ""fail_streak"": 3, ""pref"": ""article"", ""duration"": 4}",sim_linucb,0.25,0.666
2025-08-16T12:46:14,L017,LO14,C096,"{""p_mastery"": 0.2002112060417695, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 7}",sim_linucb,0.25,0.893
2025-08-16T13:08:34,L017,LO02,C158,"{""p_mastery"": 0.1632504612672612, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 3}",sim_linucb,0.25,0.686
2025-08-16T13:32:04,L017,LO05,C061,"{""p_mastery"": 0.24305864779183692, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 7}",sim_linucb,0.25,0.601
2025-08-16T14:09:19,L017,LO04,C039,"{""p_mastery"": 0.33052665251362034, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 2}",sim_linucb,0.25,0.388
2025-08-16T14:15:17,L017,LO14,C108,"{""p_mastery"": 0.266915256415965, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 6}",sim_linucb,0.25,0.272
2025-08-16T14:34:13,L017,LO16,C147,"{""p_mastery"": 0.26480618365629444, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 4}",sim_linucb,0.25,0.306
2025-07-25T11:26:06,L018,LO17,C145,"{""p_mastery"": 0.2799845272967143, ""fail_streak"": 3, ""pref"": ""blog"", ""duration"": 11}",sim_linucb,0.25,0.815
2025-07-25T12:14:54,L018,LO04,C140,"{""p_mastery"": 0.36548627447869064, ""fail_streak"": 3, ""pref"": ""blog"", ""duration"": 6}",sim_linucb,0.25,0.674
2025-07-25T12:26:57,L018,LO08,C092,"{""p_mastery"": 0.3055558830925324, ""fail_streak"": 3, ""pref"": ""blog"", ""duration"": 8}",sim_linucb,0.25,0.065
2025-07-10T12:43:44,L019,LO21,C099,"{""p_mastery"": 0.2288079277430401, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 4}",sim_linucb,0.25,0.659
2025-07-10T12:58:37,L019,LO29,C094,"{""p_mastery"": 0.21361825493090889, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 2}",sim_linucb,0.25,0.503
2025-07-10T13:07:52,L019,LO07,C087,"{""p_mastery"": 0.15591998419605194, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 8}",sim_linucb,0.25,0.554
2025-07-10T13:19:28,L019,LO20,C146,"{""p_mastery"": 0.3213734106843403, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 2}",sim_linucb,0.25,0.251
2025-07-10T13:22:36,L019,LO09,C050,"{""p_mastery"": 0.2635258759784266, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 2}",sim_linucb,0.25,0.62
2025-07-10T13:27:24,L019,LO21,C089,"{""p_mastery"": 0.2422243059626914, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 2}",sim_linucb,0.25,0.437
2025-07-10T13:41:06,L019,LO07,C010,"{""p_mastery"": 0.19933317884591614, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 5}",sim_linucb,0.25,0.526
2025-07-10T14:02:33,L019,LO07,C177,"{""p_mastery"": 0.20848945139260883, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 7}",sim_linucb,0.25,0.317
2025-07-10T14:14:38,L019,LO03,C052,"{""p_mastery"": 0.3940486127534869, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 4}",sim_linucb,0.25,0.786
2025-07-10T14:34:01,L019,LO29,C017,"{""p_mastery"": 0.2215916850066756, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 6}",sim_linucb,0.25,0.271
2025-07-10T14:47:40,L019,LO10,C004,"{""p_mastery"": 0.3907253652718335, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 2}",sim_linucb,0.25,0.426
2025-08-09T10:23:59,L020,LO01,C040,"{""p_mastery"": 0.21299215635876925, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 9}",sim_linucb,0.25,0.331
2025-08-09T11:01:02,L020,LO05,C149,"{""p_mastery"": 0.3121480605207129, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 7}",sim_linucb,0.25,0.176
2025-08-09T11:10:16,L020,LO13,C090,"{""p_mastery"": 0.24223184847175946, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 7}",sim_linucb,0.25,0.619
2025-08-09T11:46:29,L020,LO04,C140,"{""p_mastery"": 0.2629053890547913, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 6}",sim_linucb,0.25,0.697
2025-08-09T12:06:41,L020,LO25,C023,"{""p_mastery"": 0.17195541872987485, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 7}",sim_linucb,0.25,0.2
2025-08-09T12:18:59,L020,LO14,C146,"{""p_mastery"": 0.18906000233294068, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 2}",sim_linucb,0.25,0.332
2025-08-09T12:28:02,L020,LO13,C066,"{""p_mastery"": 0.3054048850707363, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 8}",sim_linucb,0.25,0.663
2025-08-09T12:40:58,L020,LO14,C096,"{""p_mastery"": 0.19931428565439238, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 7}",sim_linucb,0.25,0.625
2025-08-09T12:51:21,L020,LO23,C031,"{""p_mastery"": 0.3679988322122037, ""fail_streak"": 3, ""pref"": ""text"", ""duration"": 5}",sim_linucb,0.25,0.549
2025-07-31T15:22:47,L021,LO25,C023,"{""p_mastery"": 0.07756050948376943, ""fail_streak"": 3, ""pref"": ""article"", ""duration"": 7}",sim_linucb,0.25,0.806
2025-07-31T15:35:37,L021,LO25,C164,"{""p_mastery"": 0.09959167820260292, ""fail_streak"": 3, ""pref"": ""article"", ""duration"": 4}",sim_linucb,0.25,0.327
2025-07-31T16:00:17,L021,LO03,C082,"{""p_mastery"": 0.1279106409692842, ""fail_streak"": 3, ""pref"": ""article"", ""duration"": 5}",sim_linucb,0.25,0.43
2025-07-31T16:18:54,L021,LO04,C005,"{""p_mastery"": 0.23577098650803174, ""fail_streak"": 3, ""pref"": ""article"", ""duration"": 8}",sim_linucb,0.25,0.412
2025-07-31T16:35:12,L021,LO03,C067,"{""p_mastery"": 0.1555802064076127, ""fail_streak"": 3, ""pref"": ""article"", ""duration"": 4}",sim_linucb,0.25,0.309
2025-07-31T16:40:05,L021,LO28,C063,"{""p_mastery"": 0.284977735697538, ""fail_streak"": 3, ""pref"": ""article"", ""duration"": 2}",sim_linucb,0.25,0.5
2025-07-31T16:43:35,L021,LO25,C057,"{""p_mastery"": 0.10445036654108278, ""fail_streak"": 3, ""pref"": ""article"", ""duration"": 7}",sim_linucb,0.25,0.871
2025-07-09T16:13:30,L022,LO04,C155,"{""p_mastery"": 0.16137996813095243, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 5}",sim_linucb,0.25,0.725
2025-07-09T16:23:46,L022,LO04,C140,"{""p_mastery"": 0.16845118829029926, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 6}",sim_linucb,0.25,0.5
2025-07-09T16:43:08,L022,LO05,C100,"{""p_mastery"": 0.3438634950333165, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 4}",sim_linucb,0.25,0.697
2025-07-09T17:04:58,L022,LO26,C111,"{""p_mastery"": 0.34295419752228823, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 7}",sim_linucb,0.25,0.257
2025-07-09T17:38:44,L022,LO04,C136,"{""p_mastery"": 0.1823069489259594, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 11}",sim_linucb,0.25,0.424
2025-07-09T17:58:05,L022,LO30,C129,"{""p_mastery"": 0.396809560378871, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 7}",sim_linucb,0.25,0.713
2025-07-09T18:07:11,L022,LO23,C013,"{""p_mastery"": 0.33483841960411787, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 6}",sim_linucb,0.25,0.98
2025-07-01T12:46:34,L023,LO11,C101,"{""p_mastery"": 0.26880224304515654, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 3}",sim_linucb,0.25,0.904
2025-07-01T12:55:35,L023,LO08,C067,"{""p_mastery"": 0.18029410589288639, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 4}",sim_linucb,0.25,0.957
2025-07-01T13:36:01,L023,LO08,C067,"{""p_mastery"": 0.18617289382986393, ""fail_streak"": 3, ""pref"": ""ppt"", ""duration"": 4}",sim_linucb,0.25,0.211
2025-07-21T12:29:13,L024,LO27,C106,"{""p_mastery"": 0.09307994295159376, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 4}",sim_linucb,0.25,0.253
2025-07-21T12:34:47,L024,LO30,C129,"{""p_mastery"": 0.19161736488847192, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 7}",sim_linucb,0.25,0.441
2025-07-21T13:04:39,L024,LO27,C143,"{""p_mastery"": 0.09907781069034874, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 4}",sim_linucb,0.25,0.104
2025-07-21T13:15:09,L024,LO01,C041,"{""p_mastery"": 0.2564852071056959, ""fail_streak"": 3, ""pref"": ""video"", ""duration"": 4}",sim_linucb,0.25,0.791
